"countryISO","MicronutEvenness","MicronutDensityScore_W","VulnCC_W","VulnF_W","color","quartile","ISO","Vitamin_A_PII","Zinc_PII","Iron_PII","Calcium_PII","mean_PII","yield_5Y","cumulArea","RegionWB","hdi2018","TaxRichness","NutritionalDep"
"Falkland Isl.",0.510399778104654,114.895791253479,49.5230450522918,51.3627223699464,"#5CA5B1","1","FLK",NA,NA,NA,NA,NA,549724.873258801,549974.269321,"Latin America & Caribbean",0.92,29,NA
"Fiji",0.710363001919384,177.394027057321,51.1327619692424,45.1591240598706,"#FCAA5F","3","FJI",31.20546846,3.2924193355,3.6177852195,67.41374854,26.38235538875,50237.1395654327,1282139.87329,"East Asia & Pacific",0.724,43,0.31
"Finland",0.240640541926317,126.076979895311,25.3463343695761,37.3468157684696,"#82C0AB","1","FIN",7.398542826,0.009544772,0.578270085,1.709217705,2.423893847,196041.535856066,81473.2648969,"Europe & Central Asia",0.925,26,0.1
"France",0.612455516252189,154.184954841867,33.4903142186633,45.9151628206882,"#CCC988","1","FRA",2.176065332,0.138338331,0.677211736,11.31168938,3.57582619475,181247.871554312,333690.7275238,"Europe & Central Asia",0.891,248,0.12
"French Guiana",0.506110359401526,166.37306305138,60.4866074982338,43.2978728199234,"#E6BA73","2","GUF",NA,NA,NA,NA,NA,24024.9118874367,134667.233475,"Latin America & Caribbean",0.891,198,NA
"French Polynesia",0.658185704753418,170.67712740263,48.7342920836771,49.3545393376702,"#F0B56B","2","PYF",7.546767023,0.019355808,0.842968233,66.3545706,18.690915416,37948.1213406073,4771094.20084,"East Asia & Pacific",0.891,49,0.46
"French Southern Territories",0.395175508927885,152.800877586235,44.4404374777182,57.8957227520447,"#C9CB8A","1","ATF",NA,NA,NA,NA,NA,11999.2015301455,2273889.5208342,"Sub-Saharan Africa",0.891,56,NA
"Gabon",0.536721503462821,195.474313958242,44.3810366551166,36.3733766325268,"#EA643F","4","GAB",26.74425118,15.79394763,8.566609696,77.69102268,32.1989577965,246402.269129448,191942.488615,"Sub-Saharan Africa",0.702,122,0.26
"Gambia",0.530095079433664,182.097862905339,47.6351837603701,36.733740683168,"#F79857","4","GMB",76.11369908,39.23089168,46.107176646,69.61162052,57.7658469815,304667.136011288,22651.2164118,"Sub-Saharan Africa",0.466,157,0.42
"Georgia",0.0633374613992512,185.513729019786,15.9286392923459,25.2645705967963,"#F38B51","4","GEO",71.64781436,61.10501239,71.85379628,22.5482236,56.7887116575,212727.472663159,22947.5708106,"Europe & Central Asia",0.786,45,0.08
"Germany",0.410643768895173,116.222892060988,28.7932452685455,44.8417112221058,"#61A9B0","1","DEU",11.25273527,2.034793194,4.147968318,6.21055113,5.911511978,133069.120734011,56464.15507,"Europe & Central Asia",0.939,87,0.04
"Ghana",0.629426188313762,180.335127657031,39.7830095227458,35.6282117202011,"#F99F5A","3","GHA",16.3527745875,16.028148955,8.2829918995,71.39298541,28.014225213,477228.597347123,225652.76456,"Sub-Saharan Africa",0.596,136,0.56
"Greece",0.626629223144534,181.555325028861,31.4991728996887,40.0088796484345,"#F89A58","3","GRC",3.758073714,0.588571545,0.812308668,0.446500576,1.40136362575,120159.38168011,493669.127721,"Europe & Central Asia",0.872,112,0.06
"Greenland",0.457643338275444,116.783807112796,37.9908725928494,62.8116618247321,"#63AAB0","1","GRL",NA,NA,NA,NA,NA,307835.982194562,2277712.80321,"Europe & Central Asia",NA,30,NA
"Grenada",0.678560038184907,163.672872394859,57.419279037158,47.8882141575125,"#E1BD77","2","GRD",14.17136897,3.117906685,0.5486884985,43.27579827,15.278440605875,6987.24039685483,26132.6459475,"Latin America & Caribbean",0.763,112,0.27
"Guam",0.622370149901147,172.488969808915,52.7729583243094,42.3349546817383,"#F4B368","2","GUM",NA,NA,NA,NA,NA,210.809510665175,221585.830785,"East Asia & Pacific",0.92,81,NA
"Guatemala",0.558239229453079,180.09275822711,52.9703720023933,33.9668823420254,"#F9A05A","3","GTM",24.735737449,67.38163863,45.274775004,50.08137783,46.86838222825,31433.2599769703,117672.51772435,"Latin America & Caribbean",0.651,153,0.01
"Haiti",0.673734682547648,163.797103757026,59.206104228303,41.7317346590564,"#E1BD77","2","HTI",5.917246454,49.32920823,59.678156655,89.14586386,51.01761879975,35617.0091603623,123529.563916,"Latin America & Caribbean",0.503,110,0.19
"Heard & McDonald Isl.",0.24171525340844,113.110663523619,50.9747418449942,66.1472754939296,"#56A2B2","1","HMD",NA,NA,NA,NA,NA,3451.71926702453,417040.190677,"East Asia & Pacific",0.938,15,NA
"Honduras",0.59446275539168,178.227082856648,55.1038207056978,36.7494861625473,"#FBA75D","3","HND",27.7150070095,65.14742157,41.841205127,39.52663304,43.557566686625,14928.182359793,218803.813274529,"Latin America & Caribbean",0.623,123,NA
"Hong Kong",0.68468004680768,160.152981739273,51.9741091496334,38.1016077296843,"#D9C17D","2","HKG",NA,NA,NA,NA,NA,36873.7384976636,2007.63978191,"East Asia & Pacific",0.939,63,NA
"Iceland",0.498113279190322,111.019018289133,33.2952476379872,48.4834051967172,"#4F9CB3","1","ISL",0.273709884,5.9e-09,0.269251316,0.160593977,0.175888795725,1143809.68174314,756110.699159,"Europe & Central Asia",0.938,50,0.36
"India",0.66341081302919,171.823134510606,56.9720934970918,32.2334098300101,"#F2B369","2","IND",66.25767587,51.15843598,90.36084324,54.55989133,65.584211605,2053455.46269467,2289184.83533,"South Asia",0.647,179,0.08
"Indonesia",0.651891028597176,190.438770110533,51.6942009903264,30.5142590908353,"#EF7847","4","IDN",85.53691052,24.728890395,48.2462137815,93.09444441,62.901614776625,2825644.5590107,6022552.24307,"East Asia & Pacific",0.707,238,0.48
"Iran",0.743184305521379,163.986782530884,64.0926872818102,44.9061105777234,"#E1BD77","2","IRN",23.52329336,38.10645763,3.8313605555,36.3075817,25.442173311375,248800.222053473,163715.2564952,"Middle East & North Africa",0.797,188,0.06
"Iraq",0.537839245372677,179.101392589407,56.0306089408145,35.7599873731994,"#FAA45C","3","IRQ",77.85191625,57.08544922,42.3579060715,83.57165087,65.216730602875,12277.7595921024,540.894570046,"Middle East & North Africa",0.689,99,0.04
"Ireland",0.450423356071388,134.676918672333,26.1478796153533,46.4541638682486,"#9ED4A6","1","IRL",3.512460053,0.391920243,0.347991508,3.264584272,1.879239019,1166989.12385006,409954.490287,"Europe & Central Asia",0.942,117,0.07
"Italy",0.553280139574524,177.639423730738,28.8712263997423,38.0639356868647,"#FBAA5E","3","ITA",7.464039631,2.606636203,0.58887879,10.63795584,5.324377616,136725.73844361,538227.044552,"Europe & Central Asia",0.883,181,0.09
"Japan",0.637693417736955,149.49504966467,35.928148570537,37.7876027111759,"#C2CF90","1","JPN",33.98524675,12.29207702,5.282674187,67.94175123,29.87543729675,2337665.81565252,4464724.99922,"East Asia & Pacific",0.915,145,0.38
"Jordan",0.488734798847215,145.529832263683,54.0510208313075,57.098884449234,"#BAD497","1","JOR",26.1704989565,10.798057335,19.39826483,24.59499595,20.240454267875,953.973507292249,96.6668724423,"Middle East & North Africa",0.723,100,0.06
"Kenya",0.666821303028725,174.466154726165,57.3503322820847,40.7228742507535,"#F8B065","3","KEN",42.85077551,26.06781771,48.3359897625,45.52830537,40.695722088125,29162.2495002964,162794.01362,"Sub-Saharan Africa",0.579,100,NA
"Kiribati",0.255542815740632,185.820373477657,39.8606440061397,42.2423355651891,"#F38A50","4","KIR",35.41783576,13.45003378,11.08811587,82.21560879,35.54289855,150014.356533697,3437118.548068,"East Asia & Pacific",0.623,34,0.74
"Kuwait",0.683857182221992,170.632990923323,60.8520995999629,39.3401826152805,"#F0B56B","2","KWT",17.84267174,2.544593366,0.3176033745,13.39354081,8.524602322625,53986.6493535851,11786.3044446,"Middle East & North Africa",0.808,141,0.07
"Latvia",0.307916741393984,114.428805388528,22.6495316105948,38.0809980184507,"#5BA4B2","1","LVA",2.57803999,2.093365861,1.191875215,7.356391217,3.30491807075,131010.780246324,28984.5426538,"Europe & Central Asia",0.854,27,0.14
"Lebanon",0.62515419302597,171.86904565764,49.8722070849495,39.513394249368,"#F3B369","2","LBN",27.51828647,10.49502914,4.71617352,12.59352394,13.8307532675,9404.3485904204,19265.285079,"Middle East & North Africa",0.73,54,0.06
"Libya",0.712266891390499,158.013513073649,37.9303735424939,45.9696500913905,"#D5C481","1","LBY",NA,NA,NA,NA,NA,103685.691109073,355589.560235,"Middle East & North Africa",0.708,128,0.14
"Lithuania",0.361667623315862,108.980991126054,23.5760703674794,41.8128657492544,"#4997B4","1","LTU",3.262103078,2.891773848,2.352271728,3.656871862,3.040755129,68747.0900159384,6139.56540274,"Europe & Central Asia",0.869,28,0.25
"Madagascar",0.648506378552923,180.783014076862,59.0603398204147,36.6309768705126,"#F89D59","3","MDG",97.52477281,33.61090662,82.06068582,92.42435905,76.405181075,153226.050204339,1200346.99076,"Sub-Saharan Africa",0.521,56,0.24
"Malaysia",0.703411642040964,185.772886639907,56.387241343622,30.0827098292017,"#F38A50","4","MYS",27.82942163,8.017913157,6.189772756,72.29375897,28.58271662825,892892.970734429,449534.9139508,"East Asia & Pacific",0.804,181,0.43
"Maldives",0.581528864834999,181.70852307703,49.1790608583361,43.5327409935012,"#F89A57","3","MDV",11.261034,7.334311352,1.412516763,40.45874113,15.11665081125,89842.4291370971,916008.080221,"South Asia",0.719,95,0.99
"Malta",0.615798166623188,160.247555920594,37.0660692346576,48.6292226709861,"#DAC17D","2","MLT",3.710942867,2.903533993,0.652818144,3.379855305,2.66178757725,12314.2744771196,55540.4082176,"Middle East & North Africa",0.885,138,0.14
"Marshall Isl.",0.312880215015564,184.202598941134,40.938926526861,43.0644102290336,"#F59053","4","MHL",NA,NA,NA,NA,NA,81328.0860891966,1992021.38863,"East Asia & Pacific",0.698,49,NA
"Martinique",0.59976330365602,175.498233549798,55.0651759636791,33.1375339242364,"#FAAF63","3","MTQ",NA,NA,NA,NA,NA,7939.32974017296,47355.2274459,"Latin America & Caribbean",0.891,80,NA
"Mauritania",0.443437355423337,205.082342619764,30.752297614681,36.4926054412727,"#E13F2D","4","MRT",47.04218224,8.324841325,29.16962091,8.000140983,23.1341963645,1996882.64097236,204596.696022,"Sub-Saharan Africa",0.527,199,0.11
"Mauritius",0.559741980318528,169.261060957302,56.0879558076184,52.3729051665892,"#EDB66E","2","MUS",55.69135063,21.6622656,10.68639153,31.37338079,29.8533471375,16277.0050536957,1272740.60309,"Sub-Saharan Africa",0.796,50,0.24
"Mayotte",0.489712744990235,187.980317090481,44.1203803121671,38.7488123103188,"#F1814D","4","MYT",NA,NA,NA,NA,NA,10476.7749649766,62982.4315248,"Sub-Saharan Africa",0.891,99,NA
"Mexico",0.410619659321284,187.381506667333,36.4116987392047,33.2347866474624,"#F2844E","4","MEX",16.49591389,22.804290045,16.55285727,55.4585118,27.82789325125,1090727.95479028,3273533.198584,"Latin America & Caribbean",0.767,261,0.08
"Micronesia",0.234763165045513,186.465881319156,39.9388996620449,41.6625847661046,"#F3874F","4","FSM",NA,NA,NA,NA,NA,214499.674113029,2992411.60384,"East Asia & Pacific",0.614,61,0.44
"Montenegro",0.318618911429388,210.985024610277,24.6279231507485,28.800165627984,"#DA2823","4","MNE",NA,NA,NA,NA,NA,9266.83740781927,7460.97561689,"Europe & Central Asia",0.816,58,0.02
"Mozambique",0.535097166915377,187.867241606142,50.9313458684781,30.5680704940367,"#F1824D","4","MOZ",99.80741861,63.99606333,95.31070786,88.06384562,86.794508855,162290.761512518,571430.924988,"Sub-Saharan Africa",0.446,93,0.36
"Namibia",0.236573304006728,185.426413827716,40.9095620800218,56.2306098457326,"#F38B51","4","NAM",86.8627417,39.39514877,47.27478982,80.22182374,63.4386260075,685226.135156814,560093.769296,"Sub-Saharan Africa",0.645,96,0.23
"Nauru",0.242284563108279,186.620635390144,39.3843688132105,41.8067952433007,"#F2874F","4","NRU",NA,NA,NA,NA,NA,120707.486219809,308505.489644,"East Asia & Pacific",NA,20,0.52
"Netherlands",0.456995107219202,121.001767997418,32.0223368261803,45.9072906639874,"#70B4AE","1","NLD",8.712379292,0.119148323,1.671149489,0.317198034,2.7049687845,101551.100126211,87031.5905373,"Europe & Central Asia",0.934,162,0.08
